,Title,Summary,Location,Company,Salary
794,Technical Manager,"Bachelor degree or above in computer science or equivalent.Good English communication skills (listening, writing, speaking).",Singapore,COMPIT Consultants,
795,Android Developer,"MVVM with Android Data Binding library.Architect an efficient and reusable code for UI and business logic.We use cutting-edge technologies, and are constantly…",Singapore,BandLab Technologies,
796,Sr. Recruiter,Monitor resource assignments and timesheet data to ensure accuracy of utilization forecast.Experience recuriting skill set such as Consulting Systems Engineers…,Jurong,Matchpoint Solutions,
797,Associate (Civil & Structural),Working towards Chartership/PE or a certified PE/Chartered Engineer.A multi-disciplinary engineering practice with global footprints is looking to hire a…,Singapore,Archer Recruitment Pte Ltd,
798,Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
799,Temenos T24 Functional Solution Architects and Senior Consul...,"Lead successful development and execution of testing, data migration, integration and cutover plans and execution.Develop and manage project plans.",Outram,Marall Services,
800,Technical Manager,"Architect, design and deliver system given the specifications and requirements.Possess at least a Degree or Diploma in computer science, engineering, or IT…",Singapore,KNOREX,"$51,000 - $75,000 a year"
801,GIS Tech Lead,"Should have experience of at least 3 end-to-end implementation as GIS consultant & Architect.Should have experience of implementation of GIS DB, GIS data…",Singapore,COMPIT Consultants,
802,Senior/Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
803,"SALES MANAGER, ARCHITECTURAL SOLUTIONS/GLASS","All personal data supplied will be treated in confidence, and as permitted by law.For further queries, visit our website which comprehensively shares our…",Singapore,BAYES Recruitment Pte Ltd,
804,Technical Manager,"Bachelor degree or above in computer science or equivalent.Good English communication skills (listening, writing, speaking).",Singapore,COMPIT Consultants,
805,Android Developer,"MVVM with Android Data Binding library.Architect an efficient and reusable code for UI and business logic.We use cutting-edge technologies, and are constantly…",Singapore,BandLab Technologies,
806,Sr. Recruiter,Monitor resource assignments and timesheet data to ensure accuracy of utilization forecast.Experience recuriting skill set such as Consulting Systems Engineers…,Jurong,Matchpoint Solutions,
807,Associate (Civil & Structural),Working towards Chartership/PE or a certified PE/Chartered Engineer.A multi-disciplinary engineering practice with global footprints is looking to hire a…,Singapore,Archer Recruitment Pte Ltd,
808,Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
809,Temenos T24 Functional Solution Architects and Senior Consul...,"Lead successful development and execution of testing, data migration, integration and cutover plans and execution.Develop and manage project plans.",Outram,Marall Services,
810,Technical Manager,"Architect, design and deliver system given the specifications and requirements.Possess at least a Degree or Diploma in computer science, engineering, or IT…",Singapore,KNOREX,"$51,000 - $75,000 a year"
811,GIS Tech Lead,"Should have experience of at least 3 end-to-end implementation as GIS consultant & Architect.Should have experience of implementation of GIS DB, GIS data…",Singapore,COMPIT Consultants,
812,Senior/Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
813,"SALES MANAGER, ARCHITECTURAL SOLUTIONS/GLASS","All personal data supplied will be treated in confidence, and as permitted by law.For further queries, visit our website which comprehensively shares our…",Singapore,BAYES Recruitment Pte Ltd,
814,Technical Manager,"Bachelor degree or above in computer science or equivalent.Good English communication skills (listening, writing, speaking).",Singapore,COMPIT Consultants,
815,Android Developer,"MVVM with Android Data Binding library.Architect an efficient and reusable code for UI and business logic.We use cutting-edge technologies, and are constantly…",Singapore,BandLab Technologies,
816,Sr. Recruiter,Monitor resource assignments and timesheet data to ensure accuracy of utilization forecast.Experience recuriting skill set such as Consulting Systems Engineers…,Jurong,Matchpoint Solutions,
817,Associate (Civil & Structural),Working towards Chartership/PE or a certified PE/Chartered Engineer.A multi-disciplinary engineering practice with global footprints is looking to hire a…,Singapore,Archer Recruitment Pte Ltd,
818,Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
819,Temenos T24 Functional Solution Architects and Senior Consul...,"Lead successful development and execution of testing, data migration, integration and cutover plans and execution.Develop and manage project plans.",Outram,Marall Services,
820,Technical Manager,"Architect, design and deliver system given the specifications and requirements.Possess at least a Degree or Diploma in computer science, engineering, or IT…",Singapore,KNOREX,"$51,000 - $75,000 a year"
821,GIS Tech Lead,"Should have experience of at least 3 end-to-end implementation as GIS consultant & Architect.Should have experience of implementation of GIS DB, GIS data…",Singapore,COMPIT Consultants,
822,Senior/Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
823,"SALES MANAGER, ARCHITECTURAL SOLUTIONS/GLASS","All personal data supplied will be treated in confidence, and as permitted by law.For further queries, visit our website which comprehensively shares our…",Singapore,BAYES Recruitment Pte Ltd,
824,Technical Manager,"Bachelor degree or above in computer science or equivalent.Good English communication skills (listening, writing, speaking).",Singapore,COMPIT Consultants,
825,Android Developer,"MVVM with Android Data Binding library.Architect an efficient and reusable code for UI and business logic.We use cutting-edge technologies, and are constantly…",Singapore,BandLab Technologies,
826,Sr. Recruiter,Monitor resource assignments and timesheet data to ensure accuracy of utilization forecast.Experience recuriting skill set such as Consulting Systems Engineers…,Jurong,Matchpoint Solutions,
827,Associate (Civil & Structural),Working towards Chartership/PE or a certified PE/Chartered Engineer.A multi-disciplinary engineering practice with global footprints is looking to hire a…,Singapore,Archer Recruitment Pte Ltd,
828,Human Resource Manager,Experience in data consolidation using Excel.Ability to architect strategy along with leadership skills.Our Client is an established electrical/electronic…,Singapore,Searchlab International,
