,Title,Summary,Location,Company,Salary,City,Sal,Pay,Annual,entry_job,senior_job,temp_job
1098,Performance and Information Analyst,Management and analysis of data.Commitment to data quality and security.Able to deal with large quantities of varied data.Excellent all round IT skills.,Wakefield,Page Personnel - UK,"£27,000 - £30,000 a year",Rest of UK,28500.0,0,1,0,0,0
1099,Data Insight Analyst,DataConsulting is seeking a graduate Data Insight Analyst to join its Professional Services team.The role will involve delivering both training and data…,Wakefield,DataConsulting,"£18,000 - £22,000 a year",Rest of UK,20000.0,0,1,0,0,0
1100,Junior Technical Support Analyst,"A Technical support analyst is required to have excellent analytical and problem-solving skills.Liaising closely with service partners and suppliers, for…",Leeds,Pure Retirement,"£18,000 - £24,000 a year",Leeds,21000.0,0,1,1,0,0
1101,Operations Analyst,Evidence of embedding data as a business decision making tool;The ability to engage with stakeholders and interpret their requirements in the development of…,Castleford,Wakefield and District Housing Limited,"£31,386 - £34,824 a year",Rest of UK,33105.0,0,1,0,0,0
1102,Analytics and Insight Manager,"To collate, clean and summarise customer data and customer performance data from appropriate sources, ensuring accurate information is supplied to the business…",Leeds,PerfectHome,"£40,000 - £60,000 a year",Leeds,50000.0,1,1,0,1,0
1103,Business Analyst,"Business Analyst - Permanent - Wakefield - £40,000 + benefits.We are seeking a Business Analyst on behalf of a leading Software Development Company.",Wakefield,Lorien Resourcing,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
1104,.NET Developer - Wakefield,"NET MVC 6, SQL Server 2016, Bootstrap, IOC, dependency injection, Entity Framework, multi-threading, MSMQ, TeamCity, WPF and Mongo.DB., Analyst Programmer,…",Wakefield,Noir Consulting,"£35,000 - £55,000 a year",Rest of UK,45000.0,1,1,0,0,0
1105,.NET Developer - Global Phenomenon - Wakefield,"NET Core, Azure, RESTful, Web API 2, Angular 6, HTML5, CSS3, TDD, BDD, NoSQL databases, Node.JS., Analyst Programmer, Engineer, Architect, Consultant, .",Wakefield,Noir Consulting,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
1106,Digital and Technology Solutions Degree Apprenticeship - Dat...,JOB TITLE: Digital and Technology Solutions Degree Apprenticeship - Data Analyst Pathway.Data Analyst/Software with Data pathway: A Level Maths Grade B or…,Coventry,Jaguar Land Rover,"£20,068 a year",Coventry,20068.0,0,1,1,0,0
1107,Design Engineer / Stress Analyst,Permanent – Design Engineer / Stress Analyst*.The Design Engineer / Stress Analyst requirements:To have experience with experimental analysis e.g. strain…,Coventry,Lilly Walsh & Co,"£35,000 - £55,000 a year",Coventry,45000.0,1,1,0,0,0
1108,Business Analyst,"Business Analyst technical role requirements:Experience of working with data analysis teams is ideal, enabling you to understand data and how this reflects the…",Coventry,Coventry Building Society,"£32,000 - £48,000 a year",Coventry,40000.0,1,1,0,0,0
1109,Data Analyst,I am currently sourcing a Data Analyst for a nationwide organisation based in Coventry.The successful Data Analyst will have the ability to work on their own…,Coventry,SF Group,"£35,000 - £40,000 a year",Coventry,37500.0,1,1,0,0,0
1110,Change MI and Reporting Support Analyst,Data Analysis: 3 years (Required).Experience in data modelling and analysis report building.Helping to build and maintain a single source for data truth.,Coventry,Matt Burton Associates,"£25,000 - £30,000 a year",Coventry,27500.0,0,1,0,0,0
1111,Support Analyst- Change MI & Reporting,"Proactively seek to improve data quality and promote data best practice across the Change function.As our Support Analyst- Change & MI Reporting, you will be…",Coventry,Coventry Building Society,"£20,560 - £30,840 a year",Coventry,25700.0,0,1,0,0,0
1112,Senior Process Analyst,"Financial qualification or experience of working with financial data.Join us as a Senior Process Analyst, and you’ll be the lead on all financial process…",Coventry,E.ON UK,"£49,643 - £64,073 a year",Coventry,56858.0,1,1,0,1,0
1113,Marketing - Customer Experience Manager,"Role will work with key people from the Contact Centre team management, Customer Data Analysts, Brand Marketing and Sales team to ensure that the team are up to…",Coventry,Robins & Day,"£35,000 - £45,000 a year",Coventry,40000.0,1,1,0,1,0
1114,Investment Analyst,"Analysing client and investment data.We are proud to be representing a very well established independent firm of Financial Planners , who have an exciting…",Coventry,NJR Recruitment,"£30,000 a year",Coventry,30000.0,0,1,0,0,0
1115,Procurement Analyst,The Procurement Analyst will provide comprehensive and professional support to the Head of Procurement by developing improved MI and data analysis and will work…,Warwick,Midcounties Co-Operative,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
1116,Data Analyst,"A Data Analyst is required to join a company which offers exciting development opportunities internally, and the ability to get stuck in to truly interesting…",Leamington Spa,Oscar Technology,"£27,500 a year",Rest of UK,27500.0,0,1,0,0,0
1117,Data Analyst,Experience in Data Management and data mining.The Data Analysist will liaise with engineers and senior management to identify potential concerns and root cause…,Coventry,Consilium Recruit,"£28,000 - £36,000 a year",Coventry,32000.0,0,1,0,0,0
1118,Lead Quality Assurance Analyst - National Careers Service,O data quality assurance – experience of leading data quality frameworks and writing data queries/stored procedures using Transact-SQL (T-SQL).,Coventry,UK Government - Department for Education,"£49,269 - £56,863 a year",Coventry,53066.0,1,1,0,1,0
1119,Real Time Analyst,Inputs data to company systems.Ensures accuracy of own and others’ data and completes checks of system to ensure data integrity is maintained.,Coventry,CCA Recruitment Group,"£27,000 a year",Coventry,27000.0,0,1,0,0,0
1120,Finance Assistant - Credit Control and Fund Analysis,"In essence, the role is responsible for day 2-day management of CWRT’s accounting arrangements and financial data recording systems; to lead on credit control…",Coventry,Coventry and Warwickshire Reinvestment Trust Ltd,"£21,000 - £23,000 a year",Coventry,22000.0,0,1,0,0,0
1121,Energy and Sustainability Technician,"This role will require great communication skills, as you will be working in partnership with the Data Analyst to define improved methods of attaining and…",University of Warwick,University of Warwick,"£26,715 - £30,046 a year",Rest of UK,28380.5,0,1,0,0,0
1122,Graduate - Business Analyst Ref:5493,Ability to present data/ information positively and clearly.Undertake data analysis for new business presentations and scoping exercises to meet the…,Warwickshire,DCA Recruitment,"£27,000 a year",Rest of UK,27000.0,0,1,1,0,0
1123,Application Support Analyst,"Analyse systems and data to investigate and resolve reported system and data issues.The applicant will need to possess a strong work ethic, strong problem…",Coventry,Incite Insight,"£45,000 a year",Coventry,45000.0,1,1,0,0,0
1124,"MI Developer (SQL, SSRS, SSAS, QlikView)",Work successfully together with the IT team on data requirements and BI architecture.Translate business requirements from Business Analysts and Design Team…,Coventry,Ampersand Consulting,"£35,000 - £45,000 a year",Coventry,40000.0,1,1,0,0,0
1125,Technical Operations Analyst,Technical Operations Analyst (Shift Based).They are currently looking for a Technical Operations Analyst to join their team.1 week in 4 off.,Coventry,Digital Gurus,"£26,000 a year",Coventry,26000.0,0,1,0,0,0
1126,Graduate Statisticians,"An interest in market research data science and analytics.We are interested in talking to numerate graduates with a keen interest in analytics, data science…",Warwick,Aspire Data Recruitment,"£22,000 - £26,500 a year",Rest of UK,24250.0,0,1,1,0,0
1127,Payroll Implementation Analyst,""" Systems and data migration, using various methodologies including manual keying and manipulation/import of multiple data sets across numerous file formats.",Coventry,Pertemps Network Group,"£30,000 - £37,000 a year",Coventry,33500.0,0,1,0,0,0
1128,IT Support Analyst,"1st and 2nd line Technical Support for issues raised through our Helpdesk or on the phone.Supporting Customer Desktops, Servers, Networks, Cloud, Voice and…",Coventry,TribePost,"£20,000 - £26,000 a year",Coventry,23000.0,0,1,0,0,0
1129,Reward and Management Information Specialist,"Reward Analyst/ Advisor: 2 years (Preferred).Providing highly sensitive data to Calor’s parent company, SHV Energy.As such we would like you to:",Warwick,Calor Gas Ltd.,"£35,000 - £40,000 a year",Rest of UK,37500.0,1,1,0,0,0
1130,Payroll Implementation Analyst,The successful Payroll Implementation Analyst should have:Experience of working with payroll implementation projects and data migration.,Meriden,Recruit 4 Talent,"£25,000 - £35,000 a year",Rest of UK,30000.0,0,1,0,0,0
1131,SAP APO CONSULTANT,"Experience in creating and changing Planning Areas, Planning Books and Data Views important.Hands on configuration with at least two of SNP, DP, GATP and PPDS.",Coventry,Olivehorse,"£40,000 - £60,000 a year",Coventry,50000.0,1,1,0,0,0
1132,Senior Systems Analyst,"Providing expert support for issues raised through our Helpdesk.Supporting Customer Desktops, Servers, Networks, Cloud, Voice and Internet Services.",Coventry,TribePost,"£26,000 - £32,000 a year",Coventry,29000.0,0,1,0,1,0
1133,Information Security Analyst (SC Clearance),"Experience with Data Risk Management and Governance.A leading Radio, Telecommunications and Internet Systems Service Provider are looking for an Information…",Warwick,Dynamic Search Solutions,"£50,000 a year",Rest of UK,50000.0,1,1,0,0,0
1134,Reward & MI Specialist,"Carry out data research, analysis and presentation of benchmarking data in relation to salary and benefits and analysis of market data.What you will be doing?",Warwick,myfuturerole.com,"£30,000 - £40,000 a year",Rest of UK,35000.0,0,1,0,0,0
1135,Asbestos Surveyor - Halesowen,Important Information: We endeavor to process your personal data in a fair and transparent manner.Due to an increasing workload our client have vacancies for…,Warwickshire,Additional Resources,"£19,000 - £29,000 a year",Rest of UK,24000.0,0,1,0,0,0
1136,Data Assurance Analyst,Data Assurance Analyst - Ageas are looking for two Date Assurance Analysts to join the Data Assurance Team in Eastleigh.,Eastleigh,Ageas Insurance Limited,"£25,600 - £38,400 a year",Rest of UK,32000.0,0,1,0,0,0
1137,Fleet Data Analyst (15736),We are currently recruiting for a Fleet Data Analyst to be based in our office in Chandlers Ford office.To maximise the efficiency of the vehicle Fleet within…,Eastleigh,EMCOR UK,"£24,000 - £28,000 a year",Rest of UK,26000.0,0,1,0,0,0
1138,Junior Financial Analyst,"We are seeking a highly numerate recent actuarial science, mathematics, mathematical finance, statistics, data science or similar graduate or one with a few…",Southampton,Zenith Actuarial,"£20,000 - £25,000 a year",Rest of UK,22500.0,0,1,1,0,0
1139,Lead Data Scientist,"The Data Science & Analytics team is responsible for building innovative end user data and analytics solutions, AA / ML R&D, business partnering and providing…",Eastleigh,Ageas Insurance Limited,"£55,000 - £65,000 a year",Rest of UK,60000.0,1,1,0,1,0
1140,Business Analyst,A degree in IT / Computer Science (Not Essential).Experience in analysing data to draw business-relevant conclusions.Production of Use Cases and User Stories.,Chandlers Ford,Unilink Software Ltd,"£45,000 - £50,000 a year",Rest of UK,47500.0,1,1,0,0,0
1141,Technical Analyst,We have an exciting opportunity for a Technical Analyst to join the Data Team in Southampton City Council.You pride yourself on your strong communications and…,Southampton,Southampton City Council,"£33,799 - £37,849 a year",Rest of UK,35824.0,1,1,0,0,0
1142,Performance Analyst -Data,"Our major client are seeking a Lead Performance Analyst to manage more junior Performance Analysts at any level, coordinating teams or groups of related…",Southampton,Parker Shaw,"£47,584 - £54,237 a year",Rest of UK,50910.5,1,1,0,0,0
