,Title,Summary,Location,Company,Salary
6318,Technisch tekenaar (m/v),Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,Zedelgem,Adecco,
6319,AUTOMATION ENGINEER,Je geeft ondersteuning aan de project engineers en project leiders.Connectie en data-uitwisseling van de PLC's met bovenliggende systemen.,Merelbeke,Experis Belgium,
6320,Software Engineer,Een production software engineer voldoet aan volgende zaken:Het takenpakket van een production software engineer ziet er als volgt uit:,Gits,Talentus,
6321,DevOps,"Support local system engineers with their Puppet code.Good to expert skills with Puppet Enterprise: writing manifests, profiles, working with Hiera data, debug…",Zwijnaarde,Connect-ICT,
6322,CUSTOMER SUPPORT ENGINEER | Opleidingsbudget + 45K,"Je hebt affiniteit met custom development, logfiles en interpretatie ervan naar bijhorende data en logica en dit zowel server side (C#) als clientside (JS &…",Gent,EyeTech Solutions,€8 per uur
6323,beheerder navision,Voor een chemisch bedrijf in Roeselare zijn wij op zoek naar digitization engineer waarbij je verantwoordelijk bent voor het ERP pakket Navision.,Roeselare,Forum Jobs,
6324,Procesingenieur,Als proces ingenieur ben je verantwoordelijk om interne veranderingen te ondersteunen door grondige observaties en data analyses.,Waregem,Job Facto,
6325,Reliability engineer,"Om hun technische afdeling te versterken, zijn zij op zoek naar een reliability engineer.Je hebt een hogere opleiding genoten, bij voorkeur industrieel…",Gent,"AUSY, a Randstad company",
6326,Automation & Application Engineer (M/V/X),Voor een full-service boekhoudkantoor met hoofdzetel in regio Roeselare zijn we op zoek naar een Automation & Application Engineer.,Beveren (Roeselare),AGO Jobs & HR,
6327,Technical ICT support medewerker,Voor onze klant te Ieper zijn wij op zoek naar een technical support engineer met goede kennis Nederlands en Frans.Telefonische support geven aan klanten.,Ieper,Vivaldis Interim,
6328,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6329,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6330,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6331,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6332,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6333,PRODUCTION SOFTWARE ENGINEER - REGIO ROESELARE,Jouw grote doel is het programmeren en optimaliseren van pc software om de interne data te verwerken en de productieafdeling effici�nter aan te sturen :,Roeselare,Argon Selectie,
6334,Senior Embedded Software Engineer,"You will have excellent problem-solving capabilities and any exposure to Video IP, Cryptographic IP, data security or encryption would be a benefit.",Gent,IC Resources,
6335,Software Integration Expert - Speech Recognition,"Join an inspiring community of engineers with different backgrounds and seniority levels.Understanding of machine learning pipelines: data processing,…",Gent,Verotech,
6336,Adviseur Watermodellering op kantoor én in het veld,"Je bent Burgerlijk ingenieur bouwkunde, Master in de (Ingenieurs)Wetenschappen of gelijkwaardig.Je komt tot innovatieve oplossingen door het creatief aanleren…",Gent,vind!,
6337,technisch jobstudent die 1 dag per week inzetbaar is,Bachelor of ingenieur zou ideaal zijn.We zoeken een student met een technische achtergrond die 1x per week kan aanwezig zijn om al deze data in te putten en zo…,Bellegem,Forum Jobs,
6338,Enterprise (Information) Architect @ AE - Architects for Bus...,"MDM, data security, data governance en/of data quality.Je helpt hen omgaan met data en informatie in een digitale omgeving.",Gent,Amon Consultants,
6339,Startersjob als Logistic Engineer,"Je bent bij voorkeur ingenieur van opleiding of gelijkwaardig door ervaring, bij voorkeur binnen logistiek.Je ondersteunt productie in de implementatie van het…",Oostakker,Randstad,
6340,Validatie ingenieur,Voor de functie van validatie ingenieur zoeken we:Ervaring als project manager of validatie ingenieur is een pluspunt.Meer weten over project sourcing?,Gent,Whoohoo,
6341,Expert Smart Energy,"Je bent in het bezit van een Bachelor/Master diploma (handelsingenieur, ingenieur, industrieel ingenieur,…).Je bent het eerste aanspreekpunt als het gaat over…",Gent,HR Concept,
6342,Ingenieur watermodellering,"Wij zijn op zoek naar een ingenieur watermodellering in de regio van Gent.Diploma Burgerlijk ingenieur bouwkunde, Master in de (Ingenieurs)Wetenschappen of…",Gent,Vivaldis Interim,
6343,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6344,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6345,Product Software Engineer,"We are looking for a motivated Full-Stack Web Developer, responsible for designing, coding and modifying our web applications.",Gent,Wolters Kluwer,
6346,R & D CHEMIST,"Kan complexe data en metingen interpreteren.Heeft gedegen chemische kennis waaronder organische en anorganische synthese, analytische chemie, instrumentele…",Brugge,Umicore,
6347,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6348,.NET (C#) Developer,Voor een geavanceerd softwarebedrijf gespecialiseerd in innovatieve cloud data monitoring en proces data acquisition gebruikt in de staalindustrie zijn we op…,Lochristi,Madison,
6349,Full Stack Developer,Als developer zal je worden uitgedaagd om met een immens grote hoeveelheid data aan de slag te gaan.Voor een internationale speler op de markt van online…,Gent,Madison,
6350,"Data Engineer | sql, crm, bi",Het beheren en optimaliseren van de infrastructuur zorgt ervoor dat uw collega's (data analisten) met de datastromen aan de slag kunnen.,Kortrijk,EyeTech Solutions,€45.000 - €65.000 per jaar
6351,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
6352,"DATA -/ APPLICATION ENGINEER | PowerBi, Office365, SQL","Dit bedrijf gelegen in Waregem is een bloeiende KMO met een internationale sfeer.Ze hebben reeds een grote afzetmarkt van Rusland, Noord- & Oost-Europa tot in…",Waregem,EyeTech Solutions,€40.000 - €60.000 per jaar
6353,Data Engineer,"The data engineer has a crucial role realizing our new platform for data and information management.Data infrastructure : Logical and physical data modelling,…",België,Experis Belgium,
6354,"SENIOR DATA ENGINEER | Get Certified, Work-Life balance, 60k",Binnen deze job zal je vooral op business intelligence en andere data-gerelateerde diensten.Dit bedrijf gelegen in het Gentse is 'de specialist en de nummer 1'…,Gent,EyeTech Solutions,€50.000 - €60.000 per jaar
6355,Senior Identity and Access Management Engineer,"TIO stands for Technology Information Operations, the beating heart of our data-driven organization.We dare to opt for change and trend-setting innovations in…",België,Telenet,
6356,TALENTED DEVOPS ENGINEER - Bijleren - 60K - Luxe wagen,"2 jaar ervaring als DevOps engineer ( 2 jaar in .Deze belangrijke speler in de Datawereld is gesitueerd in regio Gent.Een wagen (BMW,VOLVO,AUDI) + tankkaart.",Gent,EyeTech Solutions,€45.000 - €60.000 per jaar
6357,"Proximus SpearIT - Cisco Network Engineer (CCNA, CCNP)",Vastleggen van deze data met de PM.Engineering en implementatie van VLANs.Wereldwijd end-points in de juist VLANs implementeren.,Roeselare,Proximus SpearIT,
6358,CUSTOMER SUPPORT ENGINEER | Opleidingsbudget + 45K,"Je hebt affiniteit met custom development, logfiles en interpretatie ervan naar bijhorende data en logica en dit zowel server side (C#) als clientside (JS &…",Gent,EyeTech Solutions,€8 per uur
6359,MASTER DATA INGENIEUR,"Het creëren, implementeren en verbeteren van procedures en methodes om ervoor te zorgen dat data kan worden onboard op verschillende platformen, de kwaliteit…",Waregem,Fuse Engineering,€55.000 per jaar
6360,Software Integration Expert - Speech Recognition,"Join an inspiring community of engineers with different backgrounds and seniority levels.Understanding of machine learning pipelines: data processing,…",Gent,Verotech,
6361,Adviseur Watermodellering op kantoor én in het veld,"Je bent Burgerlijk ingenieur bouwkunde, Master in de (Ingenieurs)Wetenschappen of gelijkwaardig.Je komt tot innovatieve oplossingen door het creatief aanleren…",Gent,vind!,
6362,technisch jobstudent die 1 dag per week inzetbaar is,Bachelor of ingenieur zou ideaal zijn.We zoeken een student met een technische achtergrond die 1x per week kan aanwezig zijn om al deze data in te putten en zo…,Bellegem,Forum Jobs,
6363,Enterprise (Information) Architect @ AE - Architects for Bus...,"MDM, data security, data governance en/of data quality.Je helpt hen omgaan met data en informatie in een digitale omgeving.",Gent,Amon Consultants,
6364,Startersjob als Logistic Engineer,"Je bent bij voorkeur ingenieur van opleiding of gelijkwaardig door ervaring, bij voorkeur binnen logistiek.Je ondersteunt productie in de implementatie van het…",Oostakker,Randstad,
6365,Validatie ingenieur,Voor de functie van validatie ingenieur zoeken we:Ervaring als project manager of validatie ingenieur is een pluspunt.Meer weten over project sourcing?,Gent,Whoohoo,
6366,Expert Smart Energy,"Je bent in het bezit van een Bachelor/Master diploma (handelsingenieur, ingenieur, industrieel ingenieur,…).Je bent het eerste aanspreekpunt als het gaat over…",Gent,HR Concept,
6367,Ingenieur watermodellering,"Wij zijn op zoek naar een ingenieur watermodellering in de regio van Gent.Diploma Burgerlijk ingenieur bouwkunde, Master in de (Ingenieurs)Wetenschappen of…",Gent,Vivaldis Interim,
6368,.NET (C#) Developer,Voor een geavanceerd softwarebedrijf gespecialiseerd in innovatieve cloud data monitoring en proces data acquisition gebruikt in de staalindustrie zijn we op…,Lochristi,Madison,
6369,Full Stack Developer,Als developer zal je worden uitgedaagd om met een immens grote hoeveelheid data aan de slag te gaan.Voor een internationale speler op de markt van online…,Gent,Madison,
6370,Business Systems Analyst,Agile/SCRUM is our prevailing software development methodology which means you will be part of a multi-disciplinary scrum team and work closely with other…,Gent,Wolters Kluwer,
6371,Technisch tekenaar,Ontwerpen met de meest moderne software: 3D: Pro/E en data management: Windchill - Axapta.Uitwerken van nieuwe concepten in 3D en/of verbeteringen voor de…,West-Vlaanderen,Fullwood Packo,
